from	to	color	mirbase
mmu-miR-412-3p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-504-5p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-667-5p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-6715-3p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-6769b-3p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-6947-5p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-6968-5p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-6991-5p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-7014-5p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-7015-5p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-7056-3p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-7117-5p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-7221-3p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-7224-3p	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-8113	chr5:53239229-53241933:+	green	mmu_circ_0001348
mmu-miR-1932	chr7:75148695-75149241:+	green	mmu_circ_0001582
mmu-miR-1934-3p	chr7:75148695-75149241:+	green	mmu_circ_0001582
mmu-miR-3058-5p	chr7:75148695-75149241:+	green	mmu_circ_0001582
mmu-miR-344g-3p	chr7:75148695-75149241:+	green	mmu_circ_0001582
mmu-miR-503-5p	chr7:75148695-75149241:+	green	mmu_circ_0001582
mmu-miR-671-5p	chr7:75148695-75149241:+	green	mmu_circ_0001582
mmu-miR-6934-5p	chr7:75148695-75149241:+	green	mmu_circ_0001582
mmu-miR-6937-3p	chr7:75148695-75149241:+	green	mmu_circ_0001582
mmu-miR-7025-5p	chr7:75148695-75149241:+	green	mmu_circ_0001582
mmu-miR-7074-5p	chr7:75148695-75149241:+	green	mmu_circ_0001582
mmu-miR-7118-5p	chr7:75148695-75149241:+	green	mmu_circ_0001582
mmu-miR-7221-3p	chr7:75148695-75149241:+	green	mmu_circ_0001582
mmu-miR-7240-5p	chr7:75148695-75149241:+	green	mmu_circ_0001582
mmu-miR-1231-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-1904	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-1966-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-298-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-3089-3p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-3113-3p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-3113-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-452-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-504-3p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-5110	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-6370	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-666-3p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-6902-3p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-6911-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-6922-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-6923-3p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-6926-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-6934-3p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-6935-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-6975-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-6993-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-7008-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-7028-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-7031-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-7033-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-7037-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-7049-3p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-7077-3p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-7215-3p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-7242-3p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-763	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-7662-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-92a-2-5p	chr4:141966371-141967531:-	green	mmu_circ_0001293
mmu-miR-1956	chr13:107700279-107700896:-	green	mmu_circ_0000497
mmu-miR-3102-5p	chr13:107700279-107700896:-	green	mmu_circ_0000497
mmu-miR-6990-3p	chr13:107700279-107700896:-	green	mmu_circ_0000497
mmu-miR-7069-3p	chr13:107700279-107700896:-	green	mmu_circ_0000497
mmu-miR-7081-3p	chr13:107700279-107700896:-	green	mmu_circ_0000497
mmu-miR-874-3p	chr13:107700279-107700896:-	green	mmu_circ_0000497
mmu-miR-296-5p	chr8:67358133-67358467:-	green	mmu_circ_0001679
mmu-miR-6240	chr8:67358133-67358467:-	green	mmu_circ_0001679
mmu-miR-6929-3p	chr8:67358133-67358467:-	green	mmu_circ_0001679
mmu-miR-6982-3p	chr8:67358133-67358467:-	green	mmu_circ_0001679
mmu-miR-105	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-12188-3p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-1894-3p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-1903	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-1943-3p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-1954	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-207	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-207	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-207	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-214-3p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-320-5p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-3470b	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-3547-5p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-6337	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-6337	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-6337	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-6919-3p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-6919-3p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-6919-3p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-6919-3p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-6950-5p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-6965-3p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-7009-5p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-7017-3p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-7662-5p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-7663-5p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-7665-5p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-7686-5p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-92b-5p	chr2:135733234-135735980:+	green	mmu_circ_0001070
mmu-miR-1668	chr8:47891825-47893105:+	green	mmu_circ_0001673;mmu_circ_0001674
mmu-miR-204-3p	chr8:47891825-47893105:+	green	mmu_circ_0001673;mmu_circ_0001674
mmu-miR-300-5p	chr8:47891825-47893105:+	green	mmu_circ_0001673;mmu_circ_0001674
mmu-miR-30b-3p	chr8:47891825-47893105:+	green	mmu_circ_0001673;mmu_circ_0001674
mmu-miR-3100-5p	chr8:47891825-47893105:+	green	mmu_circ_0001673;mmu_circ_0001674
mmu-miR-3547-5p	chr8:47891825-47893105:+	green	mmu_circ_0001673;mmu_circ_0001674
mmu-miR-370-3p	chr8:47891825-47893105:+	green	mmu_circ_0001673;mmu_circ_0001674
mmu-miR-6368	chr8:47891825-47893105:+	green	mmu_circ_0001673;mmu_circ_0001674
mmu-miR-668-3p	chr8:47891825-47893105:+	green	mmu_circ_0001673;mmu_circ_0001674
mmu-miR-6971-5p	chr8:47891825-47893105:+	green	mmu_circ_0001673;mmu_circ_0001674
mmu-miR-7062-3p	chr8:47891825-47893105:+	green	mmu_circ_0001673;mmu_circ_0001674
mmu-miR-7072-5p	chr8:47891825-47893105:+	green	mmu_circ_0001673;mmu_circ_0001674
mmu-miR-7076-5p	chr8:47891825-47893105:+	green	mmu_circ_0001673;mmu_circ_0001674
mmu-miR-6345	chr11:84917069-84917522:-	green	mmu_circ_0000303
mmu-miR-6357	chr11:84917069-84917522:-	green	mmu_circ_0000303
mmu-miR-7031-5p	chr11:84917069-84917522:-	green	mmu_circ_0000303
mmu-miR-7669-3p	chr11:84917069-84917522:-	green	mmu_circ_0000303
mmu-miR-1249-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-1249-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-1249-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-149-3p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-149-3p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-149-3p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-3057-3p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-6913-3p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-6931-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-6965-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-6965-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-6965-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-6978-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-7012-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-7016-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-7016-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-7016-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-7047-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-7047-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-7047-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-7118-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-7235-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-7235-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-7235-5p	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-8119	chr16:33457036-33457561:+	green	mmu_circ_0000685
mmu-miR-1231-5p	chr5:106335086-106336061:+	green	mmu_circ_0001377
mmu-miR-216a-3p	chr5:106335086-106336061:+	green	mmu_circ_0001377
mmu-miR-6996-3p	chr5:106335086-106336061:+	green	mmu_circ_0001377
mmu-miR-7059-3p	chr5:106335086-106336061:+	green	mmu_circ_0001377
mmu-miR-7226-5p	chr5:106335086-106336061:+	green	mmu_circ_0001377
mmu-miR-3113-3p	chr16:46436466-46438181:-	green	mmu_circ_0000689
mmu-miR-3113-5p	chr16:46436466-46438181:-	green	mmu_circ_0000689
mmu-miR-320-5p	chr16:46436466-46438181:-	green	mmu_circ_0000689
mmu-miR-328-3p	chr16:46436466-46438181:-	green	mmu_circ_0000689
mmu-miR-339-5p	chr16:46436466-46438181:-	green	mmu_circ_0000689
mmu-miR-378d	chr16:46436466-46438181:-	green	mmu_circ_0000689
mmu-miR-449b	chr16:46436466-46438181:-	green	mmu_circ_0000689
mmu-miR-6342	chr16:46436466-46438181:-	green	mmu_circ_0000689
mmu-miR-679-5p	chr16:46436466-46438181:-	green	mmu_circ_0000689
mmu-miR-680	chr16:46436466-46438181:-	green	mmu_circ_0000689
mmu-miR-6923-5p	chr16:46436466-46438181:-	green	mmu_circ_0000689
mmu-miR-7015-5p	chr16:46436466-46438181:-	green	mmu_circ_0000689
mmu-miR-7028-3p	chr16:46436466-46438181:-	green	mmu_circ_0000689
mmu-miR-7062-5p	chr16:46436466-46438181:-	green	mmu_circ_0000689
mmu-miR-706	chr16:46436466-46438181:-	green	mmu_circ_0000689
mmu-miR-7222-3p	chr16:46436466-46438181:-	green	mmu_circ_0000689
mmu-miR-1187	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-1894-3p	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-1907	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-1956	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-199b-5p	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-296-5p	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-3091-5p	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-497b	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-5622-5p	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-615-5p	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-615-5p	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-615-5p	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-668-3p	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-6923-5p	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-7009-5p	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-7050-3p	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-7069-3p	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-7089-3p	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-7659-3p	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-7665-3p	chr13:120183417-120185783:-	green	mmu_circ_0000499
mmu-miR-3069-5p	chr15:58172167-58174125:+	green	mmu_circ_0000602
mmu-miR-3082-3p	chr15:58172167-58174125:+	green	mmu_circ_0000602
mmu-miR-326-3p	chr15:58172167-58174125:+	green	mmu_circ_0000602
mmu-miR-365-1-5p	chr15:58172167-58174125:+	green	mmu_circ_0000602
mmu-miR-365-2-5p	chr15:58172167-58174125:+	green	mmu_circ_0000602
mmu-miR-6909-3p	chr15:58172167-58174125:+	green	mmu_circ_0000602
mmu-miR-6947-3p	chr15:58172167-58174125:+	green	mmu_circ_0000602
mmu-miR-6952-5p	chr15:58172167-58174125:+	green	mmu_circ_0000602
mmu-miR-6980-5p	chr15:58172167-58174125:+	green	mmu_circ_0000602
mmu-miR-7016-3p	chr15:58172167-58174125:+	green	mmu_circ_0000602
mmu-miR-7022-3p	chr15:58172167-58174125:+	green	mmu_circ_0000602
mmu-miR-7067-5p	chr15:58172167-58174125:+	green	mmu_circ_0000602
mmu-miR-7672-5p	chr15:58172167-58174125:+	green	mmu_circ_0000602
mmu-miR-873a-5p	chr15:58172167-58174125:+	green	mmu_circ_0000602
mmu-miR-125a-3p	chr11:109802125-109803671:-	green	mmu_circ_0000338
mmu-miR-344c-5p	chr11:109802125-109803671:-	green	mmu_circ_0000338
mmu-miR-344d-1-5p	chr11:109802125-109803671:-	green	mmu_circ_0000338
mmu-miR-6976-5p	chr11:109802125-109803671:-	green	mmu_circ_0000338
mmu-miR-7007-5p	chr11:109802125-109803671:-	green	mmu_circ_0000338
mmu-miR-7018-5p	chr11:109802125-109803671:-	green	mmu_circ_0000338
mmu-miR-1231-5p	chr18:45751659-45752078:+	green	mmu_circ_0000870
mmu-miR-3104-5p	chr18:45751659-45752078:+	green	mmu_circ_0000870
mmu-miR-328-5p	chr18:45751659-45752078:+	green	mmu_circ_0000870
mmu-miR-7020-5p	chr18:45751659-45752078:+	green	mmu_circ_0000870
mmu-miR-7056-5p	chr18:45751659-45752078:+	green	mmu_circ_0000870
mmu-miR-99b-3p	chr18:45751659-45752078:+	green	mmu_circ_0000870
mmu-miR-12185-5p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-128-2-5p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-188-3p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-196b-3p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-3057-5p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-3087-5p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-3547-5p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-3547-5p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-3547-5p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-5110	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-532-3p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-6368	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-6405	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-6405	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-6405	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-6980-5p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-7011-5p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-7069-5p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-7081-5p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-7117-5p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-7212-5p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-7662-3p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-7662-3p	chr9:21840755-21841304:-	green	mmu_circ_0001753
mmu-miR-7662-3p	chr9:21840755-21841304:-	green	mmu_circ_0001753
